iter	MultiClass	Accuracy
0	1.036059036	0.8625
1	0.7919679231	0.9239583333
2	0.620271687	0.9552083333
3	0.5041074663	0.9552083333
4	0.4255469981	0.9635416667
5	0.3604816086	0.9708333333
6	0.3118674863	0.9697916667
7	0.2745149695	0.9760416667
8	0.2397531953	0.975
9	0.210333014	0.9760416667
10	0.1881551118	0.975
11	0.1709560339	0.9770833333
12	0.1543011678	0.9791666667
13	0.1395930265	0.9864583333
14	0.1308639908	0.9885416667
15	0.116933988	0.9885416667
16	0.108012503	0.9885416667
17	0.102139827	0.9895833333
18	0.0964866116	0.9916666667
19	0.09057750855	0.9916666667
20	0.08606662748	0.9916666667
21	0.08035694234	0.9927083333
22	0.07630298869	0.9927083333
23	0.07302796118	0.99375
24	0.06876260369	0.9947916667
25	0.06460622296	0.9947916667
26	0.06226452928	0.9958333333
27	0.05965100772	0.9958333333
28	0.05853024096	0.996875
29	0.05682476049	0.996875
30	0.0543440274	0.996875
31	0.05228449594	0.9989583333
32	0.04943767765	0.9989583333
33	0.04655916313	0.9979166667
34	0.04501344209	0.9989583333
35	0.04286974165	0.9989583333
36	0.04192603538	1
37	0.04095459081	1
38	0.04059525874	1
39	0.03899164935	1
40	0.03764790344	1
41	0.03586581464	1
42	0.0346152841	1
43	0.03319851749	1
44	0.03172166199	1
45	0.03073259592	1
46	0.02998282231	1
47	0.02869833296	1
48	0.02794065941	1
49	0.02673625059	1
50	0.02580413177	1
51	0.02559124662	1
52	0.02493721882	1
53	0.02456733616	1
54	0.02359744002	1
55	0.0228963094	1
56	0.02282469295	1
57	0.02237743914	1
58	0.02165990413	1
59	0.02117523649	1
60	0.0206028025	1
61	0.0203208552	1
62	0.01976465864	1
63	0.01954320518	1
64	0.01913288124	1
65	0.01876409222	1
66	0.01822982006	1
67	0.01764123986	1
68	0.01727896018	1
69	0.01674007628	1
70	0.01628612791	1
71	0.01595172896	1
72	0.01575633582	1
73	0.01551556961	1
74	0.01503947764	1
75	0.01484331295	1
76	0.01469357699	1
77	0.01451052448	1
78	0.01426997369	1
79	0.01423621565	1
80	0.01418547384	1
81	0.01397800338	1
82	0.01382119727	1
83	0.01380023335	1
84	0.01349690498	1
85	0.01334109143	1
86	0.01309966054	1
87	0.01295442213	1
88	0.01277584031	1
89	0.01252938125	1
90	0.01245547629	1
91	0.01243760106	1
92	0.01226320371	1
93	0.01218209341	1
94	0.01204676976	1
95	0.01188708355	1
96	0.01173193979	1
97	0.01161018327	1
98	0.01143339464	1
99	0.01122260853	1
100	0.01115154652	1
101	0.01085306954	1
102	0.01067008409	1
103	0.01056637754	1
104	0.01045748538	1
105	0.01031202434	1
106	0.01024575667	1
107	0.01019118858	1
108	0.0101741579	1
109	0.01004518406	1
110	0.009946112396	1
111	0.009799676178	1
112	0.009752174632	1
113	0.009653815458	1
114	0.009547479251	1
115	0.009395083026	1
116	0.009310333131	1
117	0.009270389091	1
118	0.009104795123	1
119	0.009002867526	1
120	0.00892289639	1
121	0.008833941602	1
122	0.008779716963	1
123	0.008667596975	1
124	0.008632695516	1
125	0.00844660333	1
126	0.008365877207	1
127	0.00826771162	1
128	0.008260364706	1
129	0.00808885229	1
130	0.00800034485	1
131	0.00799181317	1
132	0.007935884796	1
133	0.007919478357	1
134	0.007848196136	1
135	0.007811011979	1
136	0.007723139983	1
137	0.007650290392	1
138	0.007483500493	1
139	0.007364356813	1
140	0.007306993469	1
141	0.007270011485	1
142	0.007174397528	1
143	0.00711921197	1
144	0.007109984021	1
145	0.007045893233	1
146	0.006996806536	1
147	0.006961215418	1
148	0.006904318121	1
149	0.006789666337	1
150	0.006761702128	1
151	0.006674750502	1
152	0.006553790234	1
153	0.006459147866	1
154	0.006384174075	1
155	0.00635546972	1
156	0.006285631081	1
157	0.006214567885	1
158	0.006181820078	1
159	0.006088066301	1
160	0.00605099095	1
161	0.006005691654	1
162	0.005956685561	1
163	0.00591050536	1
164	0.005876488971	1
165	0.005837687934	1
166	0.005786369875	1
167	0.00575148655	1
168	0.005746084902	1
169	0.005695121894	1
170	0.005649459449	1
171	0.005636678774	1
172	0.005591448057	1
173	0.005559098441	1
174	0.005524060206	1
175	0.005498112103	1
176	0.005447943554	1
177	0.00544415519	1
178	0.005409838046	1
179	0.005369006963	1
180	0.005343024576	1
181	0.005300058157	1
182	0.00527594922	1
183	0.005243164811	1
184	0.005182874771	1
185	0.00515921378	1
186	0.005122541035	1
187	0.005074340919	1
188	0.005023696519	1
189	0.004997945188	1
190	0.004910907201	1
191	0.004891324955	1
192	0.004856887588	1
193	0.004823446903	1
194	0.004796377109	1
195	0.004758563046	1
196	0.004739440035	1
197	0.004725695424	1
198	0.004699275077	1
199	0.004659377585	1
